"merge.1","merge.2"
-1371,-2524
-627,-3004
-1605,-1708
-1281,-4354
-1053,-1251
-1544,-4640
-4082,-4310
-211,-1205
-488,-2670
-536,-4206
-1461,-4154
-262,-3378
-874,-4654
-711,-1526
-2756,-4116
-2245,-4426
-595,-3820
-1767,-2866
-333,-2186
-3320,-4773
-3306,-3765
-468,-673
-49,-4947
-1804,-2848
-823,-4363
-37,-1386
-1395,-1721
-2323,-4327
-2139,-4325
-311,-3052
-1857,-2652
-1347,-3433
-1639,1
-2155,-3554
-445,-2386
-384,-2608
-486,-540
-839,-4358
-2384,-4365
-883,-1467
-1314,-2444
-661,-1726
-1396,-2096
-644,-3646
-272,-2618
-236,-717
-3180,-4003
-2140,-4051
-1924,-4513
-1965,-3738
-2438,-3629
-4064,-4221
-3155,6
-1652,-3324
-3432,-4375
-41,-3558
-3821,13
-2420,-3552
-4301,-4655
-2535,-2942
-1330,-4423
-1694,-3883
-533,-1401
-3255,-4401
-2001,-2729
-680,-1806
-5,-4198
-2374,-3346
-615,-4434
-2161,-3895
-1485,-4218
-852,-1172
-1318,-1971
-1923,-4767
-3869,-4431
-1067,-3389
-756,-3677
-1599,-2502
-628,-2785
-753,-2987
-1307,-1361
-1766,-4838
-724,-2786
-2468,-2856
-1501,-3262
-1083,-2116
-1815,-3330
-1497,-2206
-2019,-3722
-4540,-4719
-3209,-4995
-2760,-3175
-2582,-2632
-621,-2170
-4228,-4559
-107,-2948
-3418,-4165
-2648,-4815
-999,-4242
-2867,-4580
-2259,-4361
-2114,-4777
-251,7
-3658,-4470
-2212,-4679
-895,-4455
-54,-790
-56,-1613
-202,-2924
-2282,-4202
-970,-1456
-944,10
-3026,-4734
-2489,-3975
-2708,-2868
-1896,-2338
-1442,-2505
-2333,-4670
-2193,-2195
-778,-4933
-490,-2958
-2851,-4281
-564,-596
-286,-4484
-116,-3093
-969,-2403
-197,-3796
-685,-4864
-342,-2884
-191,-424
-1059,-2172
-1114,-4251
-926,-3313
-323,-2027
-1580,-4758
-4624,-4879
-3,-300
-1573,-3041
-2761,-3909
-1553,-4509
-2723,-4490
-1085,-2954
-2024,-3846
-1583,-2471
-475,-1732
-4357,-4837
-1413,-1931
-704,-4525
-2326,-4121
-2,-838
-103,-1554
-3221,40
-995,-3372
-4454,-4669
-4118,-4303
-3414,-4527
-503,-3038
-2409,-2764
-264,-827
-635,-3443
-4324,-4614
-1193,-2514
-2123,-4061
-472,-4027
-1289,-4479
-937,-1980
-555,-2944
-985,-1181
-16,-3150
-1891,-2647
-3498,-4224
-4033,-4538
-433,-2586
-2840,-3663
-2475,-4563
-3401,-4834
-1522,-3760
-1465,-1735
-694,-1358
-4,-3332
-2881,-3953
-785,2
-3031,-3396
-1159,-4960
-2447,-3446
-2108,-2301
-2877,-3497
-4347,-4374
-3413,-4643
-128,-1295
-438,-798
-155,-3725
-1250,-4606
-2251,-4060
-1058,-1738
-3706,-3966
-232,-1457
-1691,-3593
-77,-2777
-2746,-3574
-1241,-1388
-4077,-4195
-2814,-3804
-314,-1997
-2247,-2676
-1881,-3897
-3842,-3854
-1679,38
-508,-3504
-956,-4889
-1920,-2266
-2043,-3484
-4004,-4591
-3037,-4131
-3739,-4772
-3802,12
-1762,-1992
-786,-4841
-3157,-3867
-1030,-1133
-1705,-2986
-234,-3817
-1275,-1911
-821,-2516
-1586,-3500
-1431,-3390
-3261,11
-4319,-4692
-2372,-2879
-651,-2066
-1937,-4832
-3530,-3954
