Ter119,CD45.2,Ly6G,IgD,CD11c,F480,CD3,NKp46,CD23,CD34,CD115,CD19,120g8,CD8,Ly6C,CD4,CD11b,CD27,CD16_32,SiglecF,Foxp3,B220,CD5,FceR1a,TCRgd,CCR7,Sca1,CD49b,cKit,CD150,CD25,TCRb,CD43,CD64,CD138,CD103,IgM,CD44,MHCII
-0.1002462,2.1728745,0.050246276,-0.14905868,0.18105263,2.2746313,1.5298343,1.6320139,-0.07987868,0.041758142,1.7001864,-0.0831202,-0.117283344,-0.09469307,2.2140913,0.033932418,4.010025,0.8298199,4.180478,3.1948237,0.116848886,-0.14025933,-0.15740836,-0.12801473,0.14476429,0.002231764,0.07318452,-0.08029735,-0.056707423,0.08637075,0.1390627,0.060844954,0.87686086,1.6295012,0.1673676,-0.0540868,0.5892967,4.6061873,0.70432085
-0.07751895,0.7882076,0.8167699,-0.10740357,0.011265522,2.664114,0.51237255,0.2617469,-0.16486834,0.45972595,0.5310915,-0.018470224,0.2708114,0.014602396,1.3876631,0.18001243,1.6485476,0.609255,4.1158695,3.440461,-0.15889564,0.20514987,1.0466834,-0.07647578,-0.15193574,0.005379266,-0.124672085,0.14677155,-0.02833832,-0.1467333,0.29423335,-0.108115114,0.5123981,1.3540893,0.050031513,-0.047917467,0.6850966,4.3882623,2.3188322
-0.13534081,1.4401468,0.1665104,-0.10678997,-0.16278344,3.09553,0.30950087,-0.1545641,-0.1412891,0.032427557,0.91401607,-0.0602804,-0.014975028,-0.10344074,3.0776765,0.73839283,3.1160822,0.46258023,3.8932068,3.5471394,1.0132555,-0.033525456,-0.1477479,-0.074296296,-0.102828205,1.0293264,0.08082081,-0.091386005,-0.052275397,0.031941533,0.14776595,0.9666979,1.4069316,2.4740462,0.12567757,-0.1337763,0.9509245,4.444767,0.47842416
-0.1345857,0.16400266,0.84336144,-0.057621043,-0.07100363,1.9027431,-0.10414206,-0.0025003054,-0.038134165,0.011838578,0.15328683,-0.1712856,-0.062208705,-0.03732342,0.7742104,-0.14593105,2.8050997,0.37131697,3.9336884,3.3381844,0.060904723,0.029896947,0.2692643,-0.11754771,-0.070273064,0.1471881,0.047870707,-0.05411394,0.16385078,-0.12780367,-0.11084125,-0.11773347,0.7954312,1.1987509,0.0025591562,0.25690877,1.4173896,4.790127,1.0029352
-0.069101036,1.7497269,0.5961296,0.061140787,-0.16562124,2.485837,-0.08504756,-0.12473708,-0.08314518,0.5941975,-0.12080451,0.34579137,0.15631346,-0.08631335,-0.10901057,-0.00036303,2.8056095,0.0923254,2.821637,3.0413187,0.1306909,-0.036026027,-0.012887287,0.3510478,-0.12563942,0.18644737,-0.058983807,-0.063413024,0.029655207,-0.1600315,-0.036755938,-0.008501869,0.24768229,0.33420786,-0.031126956,-0.09893004,0.13539878,4.9798574,0.88822335
0.4206196,1.6671567,0.25734678,-0.058458477,0.7160816,1.7176487,0.3177082,-0.03600252,-0.11609712,0.013759465,0.345313,-0.08361975,-0.0818537,0.5067871,1.7275172,0.09594154,1.8804156,0.616798,3.9013426,2.313247,0.9018788,-0.14312889,0.65323657,-0.062484853,-0.14965741,0.022818018,-0.020992124,-0.022890558,0.029528603,-0.13276434,-0.055551823,-0.0953503,0.4470956,1.998814,0.0073539666,0.1476605,0.6923926,3.8901002,3.062312
-0.16904892,1.4491581,0.26653692,-0.15134907,-0.032685872,2.2869694,0.38685954,-0.066410154,-0.0069827563,2.36036,0.9997786,-0.16942714,-0.022769397,-0.15393995,-0.1393768,-0.052290406,1.9693984,0.2783831,4.966807,4.5444636,1.6586229,0.061453238,-0.044554036,-0.13719405,-0.1438169,-0.019007867,-0.05884057,-0.15326217,1.0213081,-0.019581182,0.026787106,-0.023672534,1.9039799,0.15578878,-0.17078741,0.12976636,0.7373131,3.9116147,0.52815837
0.14981408,0.18603651,0.10548605,-0.012951756,-0.068140924,1.7504518,-0.06926841,-0.030363984,-0.11740385,0.46554235,0.734315,-0.09469566,-0.16211113,0.039747685,0.09467223,-0.053588774,1.8804723,0.6591662,3.1023197,2.9642093,1.2451664,-0.051329963,0.40060037,-0.008214719,-0.13174614,0.18389837,-0.13506866,0.12648141,-0.006313884,-0.15951693,-0.14830229,0.08837501,0.71294856,0.09112981,-0.015623238,-0.043650404,-0.08090237,4.3873982,0.06427386
-0.101066485,1.7466015,0.5101788,-0.17037421,0.06895374,1.6960996,-0.13645044,0.17025211,-0.050516978,0.9440292,0.14482547,-0.16261871,-0.060112465,-0.09990464,2.7664273,0.7076771,2.629968,1.0651442,4.2326174,2.9232006,1.2941585,0.2177021,0.4067674,0.035573248,-0.13058756,0.082733124,0.4034105,-0.02082002,1.0571812,-0.049321406,-0.16519581,-0.008883099,1.6423101,0.5804311,0.8975819,1.1496716,0.2598113,4.3018155,1.3894479
0.9315373,1.3628273,0.4193225,-0.11819187,-0.048501935,2.218482,-0.087463856,-0.132964,-0.13014707,-0.13605477,0.13280593,0.17553788,-0.06026264,-0.049782958,0.5994314,-0.16105475,1.7538357,-0.1557111,3.6196196,3.3118927,0.17585203,-0.09320374,0.61067814,-0.124614954,-0.08629564,-0.019032191,0.26300547,-0.058069184,-0.1347654,-0.012749525,-0.047332257,-0.16096,0.62875456,0.72674245,-0.111260906,0.17177108,0.24894547,3.87724,0.83925974
