"merge.1","merge.2"
-2863,-3609
-772,-1259
-1335,-2069
-2238,-2582
-4322,-4376
-169,-1840
-1048,-2825
-1709,-4083
-1142,-1430
-76,-953
-2388,-3512
-2232,-3947
-702,-911
-188,-2498
-769,-2658
-1203,-2904
-1000,-2550
-1104,-3470
-716,-4818
-100,-2289
-551,-3790
-41,-2430
-3242,-3446
-746,-3064
-3423,-4784
-3472,-4508
-624,-2345
-1411,-3273
-2150,-3233
-2184,-4097
-1995,-2235
-1365,-1920
-1677,-1875
-3771,-4644
-1517,-3271
-1352,-1458
-1703,-2308
-1039,-1342
-61,-1103
-1954,-2046
-240,-4897
-174,-4254
-301,-853
-52,-4611
-2406,7
-1930,-4027
-517,-3632
-432,-3878
-658,-1330
-346,-1118
-1642,-2811
-3759,-4736
-588,-4823
-317,-3291
-3063,-4165
-707,-2940
-2124,-2888
-805,-4606
-3012,-3924
-391,-2450
-4384,-4740
-3607,-4781
-1874,-4973
-2528,-4574
-322,-2717
-1491,-2950
-1383,-2207
-191,-1320
-1174,-1537
-450,-625
-852,-2723
-2569,-4522
-175,-3006
-1526,-1574
-117,-2092
-1228,-2034
-1800,-2755
-1214,-1710
-129,-3628
-1942,-2331
-1191,-1618
-2819,-3848
-1374,-1934
-529,-2186
-325,-2395
-1361,-4506
-3398,33
-2574,-4150
-1090,-4053
-1655,-2668
-691,-4040
-1058,-4930
-1132,-4377
-635,-2623
-626,-2139
-1818,-4982
-437,-4154
-951,-2988
-359,-582
-1752,-2483
-505,-3357
-82,-401
-790,-3366
-1582,-3867
-25,-3166
-2605,-2914
-1373,13
-451,-2930
-3103,-3281
-2548,-4778
-2130,-3508
-555,-1497
-918,-1485
-2311,-3126
-2527,-2570
-498,-887
-1370,-3326
-1364,24
-2558,49
-1286,-2968
-775,-1666
-1202,-1921
-4217,-4271
-2526,-2939
-725,-2071
-3871,-4130
-414,-1493
-810,-3347
-1159,22
-2697,-4159
-2249,-2740
-37,-4639
-2860,-2889
-1733,-4320
-828,-3362
-2587,-2920
-1401,4
-2698,-4007
-688,-4515
-3167,-4432
-612,-2963
-1434,-1694
-3898,-3944
-1602,-2298
-1653,-3712
-2055,-3908
-313,-365
-477,-4898
-2965,-3879
-2361,-2762
-1784,-3189
-1092,-1186
-1282,-4225
-2648,-3368
-1839,-2399
-247,-4468
-329,-2928
-1881,-2748
-1520,-3974
-2009,-4989
-278,-2943
-992,-3686
-4117,-4757
-3280,-3394
-903,-1986
-731,-1701
-2414,-3287
-91,-2317
-364,-2323
-11,-3161
-1193,-1382
-1070,28
-2038,-3563
-2159,-3796
-4009,-4623
-709,-4095
-2255,-4719
-958,-2013
-1538,-4749
-2276,-3467
-1208,-4724
-1192,-1586
-3413,-3487
-2752,-3183
-35,-1407
-4422,-4857
-1947,-3135
-2660,-3601
-981,-3997
-1829,-2101
-3673,-3907
-1536,-4406
-179,-2912
-1946,-2273
-1669,-3267
-1239,-1285
-617,-1404
-2576,-3540
-1257,-3221
-2144,-2722
-368,-1688
-1366,-2613
-1339,-2502
-597,-2959
-4430,-4782
-1242,-2385
-1474,-4291
-2956,-4257
-3119,-3205
-2110,-2823
-127,-3998
-3459,38
-1714,-4047
-286,-1074
-171,-4425
-2114,-2368
-2798,-4802
-2111,105
-1652,-3486
-1678,57
-227,-577
-1379,-2247
-2341,-3264
-2473,-4398
-670,-2878
-355,-2898
-1143,-2794
-1463,-3454
-560,-1958
-140,71
-822,-2314
-2090,-4136
-72,-648
-655,-3387
-283,-1505
-1988,-2193
-650,-1782
-298,-1020
-4538,-4779
-1573,-1789
-2204,-3823
-2562,-4587
-3206,-4249
-3695,-4635
-2978,-4660
-81,-2537
-338,-2836
-1235,-1815
-1016,-1687
-256,-4494
-1184,-3002
-819,-4653
-223,-4304
-1356,-2032
-2767,-4650
-2650,-3105
-92,-1163
-2216,-2518
-4253,-4890
-1314,-2966
-2108,-2895
-915,-4539
-3955,-4718
-2153,-2516
-888,-4866
-15,-4246
-1864,-3052
-377,-2917
-1045,-2603
-699,-3015
-3235,-4483
-741,-1907
-110,-2884
-1047,-3327
-963,-1922
-1584,-2326
-1481,-3650
-3279,-3814
-1152,-3354
-745,-1567
-135,-1719
-4375,179
-1849,-4730
-679,-3497
-3306,-3311
-469,-792
-3170,-4786
-1161,-2241
-246,-3351
-1627,-3152
-74,-1890
-943,-1084
-748,-3535
-2456,-2590
-376,-4120
-1101,53
-2168,-3061
-843,-2882
-2106,-3502
-4624,-4840
-4442,122
-1566,-2736
-18,-3610
-349,-4114
-681,-1367
-2977,198
-1925,-4166
-1247,-2747
-1056,-4537
-1615,-2157
-205,-2826
-618,-3761
-1049,-1121
-877,-1665
-2549,12
-1522,-1561
-2172,18
-3417,-4043
-1664,-2858
-1847,-4248
-3056,-3994
-1284,-1858
-389,-2327
-2177,-3120
-916,-3791
-665,-1641
-1931,295
11,20
-2387,-3681
-1883,-1976
-3552,-3914
-771,-2505
-2310,-3932
-4227,-4861
-158,-221
-474,-2703
-1851,-1877
-1761,-4162
-579,-949
-865,-1046
-575,-3983
-2458,-3970
-2543,-2942
-2935,-3116
-2021,-2886
-444,2
-116,-1532
-1882,-3920
-104,-3301
-633,-3265
-613,-2475
-2588,-3019
-3478,-3529
-549,44
-271,-692
-2628,-4981
-1440,-4138
-669,-1423
-767,-3065
-2764,-3162
-93,-3667
-326,-4955
-214,-2075
-3328,-3831
-2181,-2615
-2530,-2918
-1751,-2120
-3939,60
-2579,129
-2330,-4336
-649,-3276
-1731,-4123
-2454,-2511
-2975,-3804
-1158,-1889
-3225,-3524
-1478,-3060
-3036,-4403
-2283,-2476
-245,-1639
-1083,-4836
-360,-3580
-483,-608
-847,-2765
-1670,-2384
-2167,-4732
-1577,-2803
-544,-2832
-1402,-3292
-1843,116
-1011,-2303
-3429,133
-2575,173
-408,128
-4133,-4673
-882,-3076
-606,-2998
-3440,54
-3194,-3621
-2258,-4182
-3696,-4100
-690,5
-109,-1548
-539,-708
-4759,1
-1534,-1772
-49,-3613
-27,-2848
-3092,-4367
-4105,-4599
-343,-1116
-675,-925
-12,-1617
-1913,-1996
-1846,-3073
-977,-4290
-1261,-3149
-4141,-4833
-789,-3635
-3551,-4438
-809,-4412
-1775,-3826
-1120,-4122
-336,-3521
-3729,-3757
-1555,-1841
-1624,-3626
-3929,-4419
-242,-3176
-616,-4439
-459,-2039
-30,-3284
-2367,-4389
-218,-786
-356,-723
-287,-4049
-2224,-3027
-4080,83
-4420,-4601
-1053,-1519
-1071,-2887
-987,-3571
-405,-1153
-3509,-3542
-195,-591
-497,-2552
-2148,-3717
-2211,-4831
-1075,-2469
-28,-1220
-1096,-2704
