Ter119,CD45.2,Ly6G,IgD,CD11c,F480,CD3,NKp46,CD23,CD34,CD115,CD19,120g8,CD8,Ly6C,CD4,CD11b,CD27,CD16_32,SiglecF,Foxp3,B220,CD5,FceR1a,TCRgd,CCR7,Sca1,CD49b,cKit,CD150,CD25,TCRb,CD43,CD64,CD138,CD103,IgM,CD44,MHCII
-0.056540277,0.3905188,0.35415456,-0.046796843,-0.004567524,2.642805,0.13612004,0.34104082,0.12296403,0.30454946,0.23030995,-0.029669622,-0.01258029,-0.12207484,0.5650193,0.18690133,2.2721019,0.40100163,4.185573,3.4639618,-0.049426638,-0.1430487,-0.14202382,0.13446312,-0.10555231,0.15284736,0.095317945,1.2600867,0.10821152,0.05792096,-0.09985137,-0.09526077,0.031072,0.6690496,1.0277029,0.06310913,0.13859773,4.441963,0.8981558
-0.08818657,0.3978295,0.12764849,-0.03309735,-0.060616143,-0.046853665,-0.14684449,-0.13106592,-0.02180446,1.0870118,-0.108906925,-0.028017754,0.8034369,-0.072648585,0.9636387,0.11831912,1.7411771,0.5984486,4.370193,2.9201114,0.43876362,0.14293644,0.75378627,-0.026897214,0.33109108,0.22302024,1.1061397,-0.072967,2.193114,0.24612851,0.36572608,0.035531003,0.63268596,0.16930132,-0.08931457,0.13124137,0.27244893,4.302613,0.97368526
-0.051634938,1.1533421,0.044690214,-0.066287376,-0.059589274,3.3565028,0.22062567,-0.10997043,0.24011004,-0.10100064,-0.12810256,-0.03536247,-0.006230694,-0.14577177,0.15028933,1.9742211,2.125134,0.36450854,4.7192235,2.9978414,0.20073098,-0.00584176,-0.042459827,0.3871331,-0.07795645,0.67286575,0.12618321,-0.11839156,0.36650193,0.09539171,-0.13736098,-0.12155059,2.2147443,3.3528793,0.23006828,-0.05573685,0.27788737,4.1584826,2.0817099
-0.004771571,0.67797786,0.7722602,0.15490386,1.6252472,2.5365438,0.052766934,-0.008207603,0.01941997,-0.085776135,0.29200965,-0.042627543,0.9047006,-0.021460108,0.64349157,-0.030905304,2.8370295,0.48634154,1.9639691,3.0599475,0.47995317,0.0076690796,-0.016681042,0.4542645,0.8659059,2.782557e-05,-0.103969306,0.6578896,0.65845776,-0.0974341,0.09100504,0.9234708,0.4473093,0.12229303,0.50489646,0.70589054,0.34430113,4.4992805,0.9738839
-0.15291052,0.85019094,0.8155476,-0.1348422,-0.037071135,2.792957,0.62861717,0.22386685,-0.022101963,0.47002128,1.9565686,-0.0125538735,-0.14962111,-0.065942444,0.41060644,0.5259434,2.7582848,0.26157826,2.9193187,3.491133,0.044973582,-0.080358334,-0.016061084,0.09632828,-0.049193107,-0.11127745,-0.12926885,0.4003071,-0.15078077,-0.09474541,0.21778645,-0.06287209,-0.006713217,2.2143304,0.60502493,-0.15099622,-0.047178254,3.9819798,0.018699542
-0.11012794,1.6661371,0.45338038,0.1955341,-0.11535691,2.9816449,0.16743222,-0.023241246,-0.12510315,1.4072554,0.122952245,0.18538284,-0.14497323,-0.14467466,0.019399997,0.2426266,4.3039083,-0.03829377,3.5140595,4.115421,0.084400564,-0.12815903,-0.12383793,-0.13198426,-0.035820592,-0.15501717,0.31210133,0.21733105,-0.046062104,-0.030840062,-0.03169391,-0.14984941,0.8100644,0.21850584,-0.10296069,-0.083368234,-0.058869287,3.5627103,0.5525028
-0.07414196,1.4352667,0.17198393,0.24065559,-0.0024911505,2.2693403,-0.08686703,0.21524648,-0.0073541566,0.60457206,0.3319598,-0.07812603,-0.048234884,-0.08810901,0.89223796,0.4199775,2.600938,0.13094327,4.6437297,2.8260746,0.66685194,0.20345365,0.4786984,-0.14595492,0.009636753,-0.1334432,-0.057170272,0.16917294,-0.123502694,-0.09510322,0.07483716,-0.118831016,1.4813589,1.5023783,-0.09854895,-0.15200114,0.13497746,4.1260443,0.59443223
-0.07379784,0.84060216,0.25389862,0.09278217,-0.06479736,0.72824603,0.29376373,-0.1467203,-0.06063831,0.07461627,-0.08086804,-0.1399093,-0.08558651,-0.008102606,0.13836108,0.35875356,3.1786122,-0.12329451,3.4453175,2.2795477,-0.037708472,0.0070248498,0.9400507,-0.048885684,-0.121761166,0.6294127,0.50910294,-0.11006462,-0.060202003,-0.13661814,-0.08971664,0.08255944,0.86813843,0.82912046,0.18539634,0.15053691,0.4484945,4.199664,0.88514507
-0.15269245,2.5135264,2.006599,-0.029796826,-0.115891285,3.3887146,0.29665512,0.2569172,-0.050928462,0.4899999,1.195381,-0.007621363,-0.0048792306,0.51497626,3.6959648,1.5833224,2.0093176,0.66537696,4.4904947,3.0733123,0.28578252,0.12819,0.59230053,0.81584245,0.24360827,-0.076444544,1.3306614,0.6021168,1.7324659,0.27446282,0.107018165,-0.08467397,2.4374492,3.8654885,0.99277294,0.060625,0.54628867,4.7064986,2.242472
-0.095733665,0.8106031,0.6025277,-0.120161586,-0.08573389,0.94927067,1.0754962,0.29399988,-0.1005932,0.0029349893,-0.034764703,0.11550245,-0.076837875,0.041138373,1.8081567,-0.001240983,2.7381554,-0.14895597,3.9683068,2.6783893,0.38866168,-0.10925911,-0.12054876,-0.11920314,-0.051844787,0.19585523,0.07515862,-0.052873492,0.098928206,0.14092925,0.029559236,-0.07958113,0.4313089,0.19255956,0.44328284,0.11293805,-0.011517104,4.2436213,0.82214755
-0.097953804,1.6063869,1.4690838,0.93775856,-0.15314849,1.1608578,1.2652062,0.3798509,-0.13223729,0.6026942,-0.02042079,-0.12881623,0.26245365,-0.06258318,-0.035629317,0.052660726,2.1513772,-0.13230969,3.3730664,2.881417,0.09245003,-0.100811504,-0.045763303,0.8454886,0.13449872,1.0267676,-0.030552924,0.74055547,0.0063945074,-0.01651849,0.18560293,-0.100440815,-0.10424127,0.32424548,-0.05091121,-0.051933944,0.37402645,4.2531266,0.69637686
-0.09714906,2.1282074,0.073838405,-0.0030750856,0.4417569,3.5307455,0.90744257,0.30631712,0.3494981,0.8779464,-0.016766347,-0.023979286,-0.13664326,-0.15189603,0.24387617,0.7184623,2.008576,1.0141501,4.097007,2.2994184,0.6196019,0.13147116,0.89214635,0.42228281,0.10576152,0.12111487,0.01787248,-0.00080105005,0.05394229,-0.13774692,0.11008759,0.31060088,1.8354385,3.4807801,1.2323891,0.12969625,0.51207227,3.7573357,3.057318
-0.13403022,2.1353035,0.13073435,-0.041391786,0.43151262,2.3549702,-0.1532956,0.49958637,-0.012517198,-0.013327047,1.0918765,-0.13906182,-0.08367836,0.015563331,1.0869484,1.2136315,2.402794,0.8502437,4.0783477,2.8228898,0.5353485,-0.0073378114,-0.05052314,0.19182786,-0.00087506004,0.9643457,0.2350012,-0.019717472,-0.029992232,-0.01680493,0.3571728,-0.1359503,0.7624992,2.108378,0.28586307,0.32773334,0.98408514,4.970998,1.9516093
-0.067275554,1.213011,0.41054824,0.079719424,0.3583486,2.9305687,0.13572617,-0.04950314,0.31204775,0.31704462,-0.079825595,-0.105652444,0.14511667,0.26775372,1.0090784,-0.057197794,3.4694405,0.32246608,4.0554476,2.3429677,1.5679097,0.16005175,-0.032199822,-0.12224994,-0.08065476,-0.15287682,-0.040616903,-0.12237277,-0.047647215,-0.09763725,-0.001742326,-0.06269817,1.3354514,2.6730065,-0.101073176,0.5984457,0.1063582,4.6423545,2.0827687
-0.10578466,0.8984184,0.5656367,-0.10828867,0.07877453,2.9262395,-0.12038956,0.58373994,-0.109804265,0.5390304,-0.11978941,-0.14378437,-0.008879933,-0.0989532,1.1096083,0.031204527,2.779084,0.13750929,4.4349065,2.3401766,0.662903,0.0072654136,0.111346096,0.049404148,-0.027100652,-0.091934316,0.8196925,-0.075883806,-0.063635044,-0.026151197,-0.13554257,-0.06136347,1.9377424,1.5034077,0.08280559,0.40592444,0.06808525,4.490682,1.7677792
-0.06378328,1.2898302,1.5927564,0.08044751,1.1482735,2.379862,0.09028838,0.6963773,-0.04067673,0.8314735,0.9275517,-0.15587239,-0.05175925,0.03994566,0.68723273,2.4081705,2.3062806,0.16803387,4.969857,3.7084963,1.0852517,0.5298289,0.97621024,-0.0427606,-0.045053277,-0.0036190376,0.23943034,-0.10700625,-0.06374317,0.49777356,0.06506835,-0.026583137,1.7949752,1.9654088,0.2819615,0.0031491276,0.14887598,4.702141,4.688029
-0.038672354,1.3446563,0.3579773,-0.123742215,-0.01717017,2.9570138,-0.034001127,-0.10539322,0.032828715,0.38835594,1.0754353,-0.14235674,0.2160686,-0.018149003,0.04482867,0.274529,4.506314,0.41761634,3.4889646,3.3888464,2.364929,4.22457,-0.15466161,0.065787174,-0.104614995,-0.04733281,0.20051667,0.4913463,-0.05477041,0.2667608,-0.09955572,-0.012930017,0.9382122,1.9101933,0.0034704125,0.3838599,-0.03536633,5.083825,1.8941658
-0.052840203,1.1183404,0.7233577,0.15412857,0.64479226,2.3683898,0.34690082,-0.06300344,0.101928815,0.40674365,-0.13798036,-0.04893752,-0.115796275,-0.106706604,0.4117693,0.44245428,2.5295095,0.0527552,4.1033263,2.187951,0.13205838,0.07477115,0.41090864,0.26846844,-0.0014860322,0.56621623,1.049663,-0.004046894,0.14959463,-0.044240616,0.27049804,-0.03998586,1.3242362,2.2579892,0.32214037,0.27372238,-0.08866154,4.9847198,0.9489104
-0.095236234,2.129343,0.30676836,0.074241996,-0.10357305,3.4526165,0.29438284,0.34196848,-0.12276803,0.24001676,0.45829326,-0.08315465,-0.06543472,-0.05196223,0.4916614,-0.029126147,3.2211766,0.07466098,3.3396628,3.139968,1.2244182,0.6728156,-0.11833422,0.48927477,-0.12339455,0.05532019,-0.034959953,0.23120517,0.13846765,0.10100734,-0.11627697,0.045749113,0.36831573,2.5745034,0.27056846,-0.020720784,0.7273391,4.934145,2.414651
-0.105243094,2.1332676,0.39829695,-0.031844214,0.16666347,0.48831037,-0.15051736,0.47096896,-0.07163421,1.4105108,-0.075437725,-0.009120172,-0.1271053,0.45491657,1.830348,0.34192485,2.5802217,0.18074796,4.375242,3.0379567,0.5334972,-0.059312556,-0.09279617,0.056548208,0.05277365,0.09572818,0.37392437,-0.14493027,-0.11638874,-0.036582585,-0.12551281,-0.15075031,0.39385217,1.1019206,0.25296515,0.05524001,0.25600076,4.5642333,0.99043274
0.04992793,0.7570244,0.8095817,0.09114061,-0.1543596,2.4420116,0.032427367,-0.056747653,-0.101357155,0.54748833,0.57492995,-0.13691513,-0.12373941,-0.123252876,-0.03135008,0.5612099,2.0735524,0.068087265,3.779973,2.3177297,1.1021171,-0.09913206,-2.6102993e-05,-0.0026721456,-0.036685552,0.26919088,0.020776382,0.0013377265,-0.03141174,0.1004747,-0.02053286,-0.12261747,0.31003338,1.9222356,0.019988231,-0.13667622,-0.029207198,4.1842136,1.691823
-0.04929643,1.2335882,1.0381417,0.4042997,-0.14369929,1.883679,-0.11786606,-0.14996593,-0.122572795,0.14347364,-0.13827328,-0.12771086,-0.035118934,0.104624666,-0.1540632,0.25846878,3.6938627,0.27232552,3.7440112,2.8307369,0.51018745,0.33443463,0.4991924,-0.07106522,-0.0029316219,-0.07350512,0.055255212,-0.120620504,-0.035862256,-0.0931355,-0.069194265,0.11010303,1.7911539,1.1368145,0.88675964,0.0018089864,-0.0018465108,4.5384126,1.488278
-0.14742391,0.5504732,1.5065128,-0.12331663,-0.047091316,2.9602196,0.2940399,0.008443407,0.11145019,0.8463559,0.12398748,-0.11953437,-0.09173639,-0.07395929,0.23564848,-0.13960512,2.9561603,0.036163766,3.8954759,2.426284,0.9331873,0.25746572,-0.09176108,-0.14676622,-0.059633173,-0.07133831,0.13142225,-0.1528377,0.0960551,-0.15319298,-0.15067275,-0.10256695,0.65528893,1.6547099,0.035924908,-0.13519132,0.114643924,4.299555,1.7421675
