,Ter119,CD45.2,Ly6G,IgD,CD11c,F480,CD3,NKp46,CD23,CD34,CD115,CD19,120g8,CD8,Ly6C,CD4,CD11b,CD27,CD16_32,SiglecF,Foxp3,B220,CD5,FceR1a,TCRgd,CCR7,Sca1,CD49b,cKit,CD150,CD25,TCRb,CD43,CD64,CD138,CD103,IgM,CD44,MHCII,ASSIGNED_CLUSTER
0,-0.127517,2.5387757,0.9936069,-0.105482504,0.19300158,3.0157583,-0.050335713000000004,0.013830346,0.43231586,0.5276888,0.2559963,-0.018233048,0.28706253,0.36021793,0.40667543,-0.008399496000000001,3.4535332,0.62785083,3.6321383,3.8917843999999997,0.45595315000000003,-0.11014194000000001,0.1296647,0.009402027,0.023622014,0.09475396600000001,0.52705765,0.26337525,-0.085263796,-0.09844046000000001,-0.12057426600000001,0.0029785417,-0.15339866,0.5278961999999999,1.2515544,0.012621768,0.25267807000000003,4.809494,0.8157582,1
1,-0.13092148,0.79610616,0.97859406,0.07243736,-0.0016024471000000002,1.6254648999999999,-0.11941735,1.3359066,0.11416548,0.8488118,0.99285185,-0.032834414,-0.11343457,-0.07996091,0.009541762,-0.13993715,3.0382247,-0.021527838,2.8742354,3.2404253,0.044733956000000005,0.11025124,-0.07248584,0.30224156,-0.033524428,0.07033829,0.1764053,1.4442503,-0.06934243400000001,0.27414092,-0.1203312,0.028048938000000002,1.339471,0.3543076,0.06819156600000001,0.54703516,0.22745545,4.912464,0.95696163,1
2,-0.0058335750000000006,1.7632527,-0.13629836,-0.08421291,0.037859086,1.916426,0.99437755,-0.13159443,-0.043852698,1.5968524,-0.15346408,0.018646274,-0.11208268,-0.0033787559,1.3524302,-0.0909376,2.7054687,-0.08471244600000001,3.7072992,3.289764,1.8018559,0.68126106,0.2037176,0.27724925,0.11319877,0.80769664,-0.1371558,-0.13417667,-0.11844187,0.34806022000000003,0.45883169999999995,-0.05701419,0.6144116,0.3656617,0.47208068000000003,-0.039265376000000005,0.046446685,4.176704,1.2658857000000001,1
3,-0.049791496000000005,1.8208908,0.36664569999999996,-0.1287633,-0.04963794,2.686709,-0.02963674,-0.06383006000000001,-0.05550895300000001,2.2519672,0.7988792,-0.07730441,0.22123246,0.010462345000000001,0.6718597,0.090012915,3.5788062,1.6880434,5.2913236999999995,4.228153,0.844816,-0.056764964,1.0090231,0.08352615000000001,0.31767422,-0.12079512,-0.040608402,-0.10062359,0.36854225,-0.032281663,0.47951812,0.48703343,1.2632816,-0.05297718,-0.0041521974,-0.0870514,0.024478838000000003,4.797492,0.7365961999999999,1
4,-0.0816283,1.3655347,0.80164367,-0.060950603000000006,-0.0002435824,2.2083807,-0.03948641,0.5493237,-0.06819317500000001,1.3618695,1.3713456,-0.12730345,-0.12227843000000001,-0.020244557,0.07804244,-0.12150115,2.9849243,0.9074291600000001,3.7002861,2.8459342,0.25546947000000003,-0.03391544,0.04307227,0.07530134000000001,-0.10487568400000001,0.45242184,0.29944402000000003,-0.08624531,0.07458818,0.053669374000000006,0.36719343,-0.07223188,1.2058015,1.5360261,-0.013357254,0.68101555,0.19286355,4.74768,2.2513459,1
5,-0.12062306,1.5266614,0.49717304,-0.05545330800000001,-0.11259729,1.7248085,-0.13857152,0.34954306,-0.034627717,1.2575682,1.0621971,0.094514914,0.051112678,0.038403593,0.114366665,-0.1345205,1.9692093,1.6736909999999998,4.296207,3.8647777999999997,1.0357726,-0.14523086,1.1194022,0.27070063,-0.091815226,0.03304729,-0.029378245,0.3097935,0.8876208999999999,-0.040032703,-0.09742455,-0.08487,1.6228598,-0.039896052,0.58011585,0.08717466,-0.112926275,4.035825,0.8261885600000001,1
6,0.1441592,1.1995069,-0.042835284,0.39818737,-0.08902921,2.5398397,-0.091536425,-0.054822475,-0.11974206,-0.036104787,0.016377566,-0.022419356,-0.014116468,-0.12658575,0.6623309,-0.053729320000000004,2.7978928,0.9435593,3.8798656,2.9381003,0.39621294,-0.11122716,0.6488054,-0.0026370670000000003,-0.0021607268000000002,0.11111545,-0.047700178,0.17331964,-0.022588316,-0.04796855,0.09575248500000001,0.10201678400000001,0.2302235,0.38823238,0.75051594,0.11893152,0.9798903,4.8493786,0.20943448,1
7,-0.075573795,0.24294463,0.50051075,-0.14695226,-0.009112666,1.3715373,0.16195686,-0.14375825,0.13140135,0.39714268,0.15166798,-0.0013066948,-0.025204347000000002,-0.014638441,0.5258700000000001,0.47168273,2.1887178,0.3270012,4.7284036,3.9159613,0.41460812,-0.13480534,-0.11280762,-0.08253600400000001,-0.05255923,0.2493628,0.11484632,-0.08333707,-0.11514229999999999,-0.1263569,-0.0826267,-0.04733018,0.80996215,-0.13727705,1.3913959999999999,-0.12203244,-0.0345044,4.7486625,1.2470671,1
8,-0.03591371,0.19135253,0.23479973,0.098632574,0.3954792,1.8725575,-0.057942018000000005,0.46558267000000003,-0.12746716,1.7770907999999999,1.1607294,-0.14377297,0.017451337,0.23313661,0.20615639,0.23413515000000001,3.281619,-0.0003085478,3.8046918,3.1777997,0.37318477,1.5746627,0.43387643000000004,0.06931917,-0.001859292,-0.12263874,-0.07406828,-0.019013641,-0.100507356,-0.05794642,-0.038155127000000004,-0.056343082,1.565022,1.2200408,0.049505003000000006,0.13245052000000002,-0.14981684,4.6647906,2.0011268,1
9,-0.09978916,1.1445388,0.19430125,0.5298832,-0.069944404,1.0400753,0.07063595,0.47233894,-0.10893446,0.23702112,0.8660222999999999,-0.06713392600000001,-0.029184595,0.017570114,0.2858957,-0.0044543315,3.7903566,0.19876808,3.2990117,3.117737,0.4503299,0.017593013,0.06396906000000001,-0.007842734,-0.006451049,0.12230661,0.12308996,-0.13955165,-0.14878887,0.10475159,-0.019433284000000002,-0.06638416,0.35364264,0.055384558,0.30306205,-0.039790154,0.017078452,4.516767,0.69962174,1
10,0.27809632,1.514829,0.27659616,-0.11874458,-0.12420931500000001,3.1010353999999998,0.13861941,-0.08421318,-0.046338250000000004,0.36193597,0.6260257,0.3933097,-0.09872122,-0.010129497000000001,0.2929004,0.70013493,3.288477,0.11708836,3.3869073,3.5851798,1.8469614,0.575939,0.5088927,0.5811801999999999,0.38605574,0.015542969,0.028299276,1.4765629,0.023042277,-0.031075304,0.05954329,0.20768745,0.75785345,1.28721,1.0113953,0.1264574,-0.004616806,4.586149,0.61918795,1
11,-0.06188259,0.75531006,0.021657096,-0.13763067,-0.10260403,0.72783303,0.32556558,0.06888938,-0.13314351,-0.11569285,1.21909,-0.15149166,-0.019857159000000003,-0.030314982,0.2845142,0.23272346,2.767241,0.6648832,4.439054,3.2374759,1.7457125,-0.13673776,0.49045902,-0.044101194,-0.029081874,-0.081479326,-0.05847137,0.055494703000000006,-0.072909996,0.04078728,-0.095840484,-0.12149157000000001,2.1112397,1.0496651,-0.10784195,0.11365988,0.1014476,4.031187,0.51586866,1
12,-0.08874136,1.6966575,0.1296622,-0.12235992400000001,-6.0128200000000005e-05,2.991567,-0.14525175,0.6695831,-0.103552975,1.0744678,0.15328765,0.12155356,-0.14069648,-0.0016960329,1.8996909999999998,1.8862879,2.7042816,0.49131426,4.735123,3.2145925,0.19000073,0.39887804,0.4620913,-0.13840497000000002,0.049837183,-0.042618167000000005,0.88063234,-8.62606e-05,0.19408701,-0.061227553000000004,-0.15182713,0.44177264,2.1904414,2.8003943,0.44184858,-0.08944471,-0.1272486,3.7878249999999998,1.772977,1
13,-0.06606496,1.9151501999999998,-0.02742075,-0.04396456,-0.07735365,2.7342405,-0.07450249,0.06192703,-0.12652417,0.41096464,0.6202404,-0.07863119,-0.0978843,-0.13634278,0.2965452,0.291535,3.9285,0.1367212,4.5191607000000005,3.8379629,0.7942058,0.58699495,-0.15073337,-0.038401924000000004,-0.004332281,-0.13730517,-0.14335357,0.08611371,0.6250566,-0.056874245000000004,-0.13206683,-0.14596005,0.7030607,0.40983042000000003,0.20072149,-0.06752459999999999,-0.04735319,4.4178143,-0.10853171,1
14,-0.11320176,1.8420695999999999,0.42392242,-0.03813318,-0.1323743,2.8808813,-0.06474792,0.14099178,-0.06819552,0.97428054,0.9373324,-0.057339415000000005,-0.11727936600000001,-0.06894497000000001,1.5428412,-0.11818053,3.602148,0.51918447,4.559387,3.4126387,0.7494786999999999,0.6704074999999999,0.22701861,-0.09952248,-0.059397224000000005,-0.10984814,-0.13945694,0.48077142,-0.050706707000000004,0.062409744,-0.055115443,0.07939371,1.41387,0.17691346,-0.15288608,0.38080529999999996,-0.12335019600000001,5.328289,0.71490306,1
15,0.26108393,0.9420314999999999,0.014272986000000001,-0.11304414,-0.036943875,0.28607652,0.36842644,-0.10365992,-0.010682722,1.40494,1.1780306999999999,-0.07749106,-0.1263958,-0.015060746000000002,3.966195,0.14420515,2.0986161,0.27656424,3.6622674,2.3106537,-0.0018905528,0.025896390000000002,0.55540055,-0.09998887000000001,-0.0065860795000000005,-0.011284716,0.3811112,0.9264625,1.6850665999999999,0.29668543,-0.041745294,-0.045484714,0.5922162999999999,0.14020409,0.01995214,0.2000648,0.011284513000000001,4.139681,0.071841605,0
16,-0.11654534,0.72273636,0.83011526,0.038029473,-0.115241885,2.4236057,-0.018312689,0.09056814,-0.06720473,0.10838611000000001,0.5351384,0.046999987,0.035390534,0.02083511,1.3294829,-0.07272851,2.0368826,0.18710227000000001,4.557656,3.8163939,0.6208304,-0.025518112000000003,0.5401658,-0.11280305,-0.067068584,0.26443616000000003,-0.0453735,-0.0033051383,0.62944764,-0.015068791000000002,-0.04446763,-0.15279323,1.6137255,1.3873764,0.03067667,-0.019121818000000002,0.36608493000000003,4.813311,1.1423916,1
