Ter119,CD45.2,Ly6G,IgD,CD11c,F480,CD3,NKp46,CD23,CD34,CD115,CD19,120g8,CD8,Ly6C,CD4,CD11b,CD27,CD16_32,SiglecF,Foxp3,B220,CD5,FceR1a,TCRgd,CCR7,Sca1,CD49b,cKit,CD150,CD25,TCRb,CD43,CD64,CD138,CD103,IgM,CD44,MHCII
-0.09130635,1.0802158,0.21645868,-0.12033102,0.06044658,2.269151,0.0013123713,0.051290248,-0.041753855,0.8676585,0.05535237,-0.12533824,-0.03416666,-0.027397161,2.0334013,-0.030887809,3.3361437,-0.064430885,3.5533166,2.3657093,0.2972688,-0.028206822,-0.1510389,0.13880609,-0.055122696,-0.1413601,0.3629067,-0.12768629,-0.005427262,-0.10644446,-0.0447348,-0.09816554,0.28828713,0.40611133,-0.12567338,0.7238269,0.15142162,3.2003562,0.77582145
-0.097385585,1.1269003,0.7726069,-0.11880799,-0.15069559,2.0951252,-0.084334336,-0.046346243,-0.055734493,-0.008975375,0.23269786,-0.00954869,-0.017275847,-0.11896157,0.4964721,-0.059926216,2.7072022,0.20887554,4.1590266,2.5924406,0.018248266,0.23625863,0.89714897,0.34936768,0.060740165,0.098428816,0.47630316,-0.03064671,-0.14362314,-0.005567626,0.27492458,-0.0066481675,1.0464483,1.1180162,-0.09079689,-0.08071675,0.31441325,4.4723425,1.5576618
-0.03137752,1.0250955,1.0024601,-0.10054489,0.034431763,2.1834016,-0.028181512,0.04159865,0.14415903,0.24527869,0.3662033,-0.07251284,-0.0743691,-0.032410704,2.2333138,0.81063735,2.5862515,0.28261462,4.5413785,3.0785894,0.21245031,0.05473636,0.085851565,-0.11586072,-0.032969523,0.07090418,0.40546647,-0.11266468,-0.13494049,-0.10708788,-0.013275151,0.15533349,1.0711628,1.6248413,-0.08939176,-0.025606427,-0.14236838,4.422837,0.8772347
-0.0061811744,1.368441,-0.045622297,-0.017223703,-0.10871744,1.5655364,0.36258915,0.43773898,-0.0129626235,1.6057862,0.08738282,0.3988562,-0.12615241,-0.083083004,4.27231,0.90743047,2.995302,-0.037081547,4.963818,2.3808856,0.22842877,-0.08162151,-0.087043084,-0.118598886,-0.03082966,-0.011639885,-0.03427977,-0.14610082,1.6925279,-0.08059366,-0.02813071,0.0729332,3.7518883,1.4658543,0.0452953,-0.0021361997,0.60804355,4.679047,0.6906648
-0.0011030782,2.156654,0.09245023,-0.1303295,-0.10447322,1.2884861,0.06872747,0.16655402,-0.059810366,0.12693952,0.5483071,0.045673948,0.0148268035,0.28584713,4.451242,0.010500662,3.2082124,-0.06794399,3.6151316,2.3505259,0.12190032,0.036499143,0.47346976,0.08187134,-0.09920904,0.08168573,0.017025646,-0.1498968,0.18438403,0.893698,-0.027428338,0.10435468,1.6941693,1.5429504,0.26567027,0.13210715,0.054282628,4.289575,1.0625325
0.013349404,1.1005642,0.65175647,0.2024134,-0.124310054,2.4615376,-0.09685249,-0.09390676,-0.15512924,0.28698948,0.2735775,-0.018285451,-0.10427579,-0.12873979,1.0421515,0.28694955,3.2915492,0.026254013,4.152402,2.342833,0.038284644,-0.0652982,0.22974427,0.44234887,-0.10920368,-0.043325838,0.2894572,0.113060266,-0.15446968,-0.06838997,-0.102265835,-0.015271568,0.71862763,1.8178062,0.25210088,0.68948036,0.14390078,5.0348287,0.5006085
-0.07033265,1.5086813,0.123769276,0.006876277,0.11670173,2.0386884,0.023792969,0.7430305,0.10096056,1.1865456,1.116636,0.4221156,-0.1039431,0.27410957,0.25767627,-0.13173977,2.6608796,-0.018127378,3.736654,3.1349576,0.27362314,0.154874,-0.022337094,1.0105892,0.77934086,0.4512231,0.12519594,0.024757298,0.06175521,-0.15300335,-0.046956312,-0.14723459,0.22064844,1.245763,0.093561806,1.5472149,0.5108061,4.7160006,1.0725313
-0.018236544,1.6730157,-0.12129619,-0.15494072,0.7607893,2.4409463,-0.15148287,-0.105607554,0.0349248,-0.15037575,0.34270492,-0.035478115,0.113946095,-0.02844547,1.6426631,0.35469356,2.3248308,0.19706179,3.4623663,2.5530257,0.3500611,0.9688903,0.07596558,0.32959992,0.21183908,-0.040347207,-0.091435835,-0.11110336,0.06428166,-0.14606985,-0.1226797,0.09848942,1.1956387,1.2902937,0.20747209,-0.13226178,0.2582561,4.3510585,0.9091744
-0.08513824,1.7582359,0.962542,0.055770528,-0.08271288,2.2286406,0.90943587,-0.15446731,-0.046819557,1.1537268,0.04400988,-0.057087384,-0.07961923,-0.12095056,1.5290027,0.16465153,3.0931578,0.025963878,4.9259214,3.1488242,1.2896162,0.12633502,0.37330803,0.16087204,-0.09367177,-0.08574789,1.3349669,-0.0805916,-0.10633373,0.11970872,-0.014243313,0.16418473,1.8476746,1.4268023,0.37462845,0.016662864,0.37228894,5.070204,2.314481
0.26201624,1.6297928,0.019556418,-0.07787398,-0.13632524,2.1528587,-0.11511198,-0.0826806,-0.030325087,-0.1447433,0.039230764,0.14032188,0.21258973,-0.022636162,0.10869131,-0.14818168,2.4831455,0.08688096,2.822063,3.0277166,0.10179721,-0.09598223,0.1481518,0.37208745,-0.07235348,0.4309238,-0.14328413,0.12658978,-0.14191642,0.075131714,-0.06441219,-0.04741383,1.0463902,0.5493634,0.29447246,-0.13003638,0.7833592,4.8390155,1.7429583
0.07539687,1.8466208,0.28211692,0.43765968,-0.072232,2.4153357,0.21315368,0.29343802,-0.099616215,0.058656793,0.0014853824,0.09771918,-0.12848692,-0.08712201,0.0324849,0.39155206,3.4013262,-0.082284465,2.747259,2.4967053,0.11946898,0.029787475,0.04955909,-0.010894057,-0.095224895,-0.0263468,-0.018199854,-0.047570962,0.8329155,0.131568,-0.034413874,-0.107297204,0.43909234,-0.06006049,-0.04733834,-0.15348077,1.1423281,3.2841837,0.3187433
-0.09440032,1.6034709,-0.047867227,-0.049007595,-0.089397214,1.1326554,-0.084541366,-0.100727476,-0.12522359,0.86393183,1.1361679,0.114571184,0.0148390895,0.61077607,4.2520585,0.60567516,2.0495126,0.28070977,3.6192229,2.2525718,0.9018858,-0.008069766,0.044712212,-0.1451164,-0.041316405,0.061377104,0.35462877,-0.09754787,2.334585,0.2271553,-0.078417234,-0.05474298,1.3825045,1.5527977,-0.09130673,0.13533442,1.3072212,3.7096756,1.4401858
-0.11602547,1.7295786,0.46945038,-0.09252641,-0.114934325,1.7256439,0.051961146,-0.1370112,-0.08937678,0.014508483,0.72563183,0.2724772,-0.11839303,-0.113215275,2.7979984,1.5340196,3.7520032,-0.05199064,3.961859,3.1804092,0.70572805,-0.08423738,0.57237697,-0.01993204,-0.087530226,-0.09921501,0.018918546,-0.0138665,1.2042323,0.030174928,0.03208886,-0.032331567,4.533744,0.35283503,0.42564026,-0.04550698,0.66713196,4.8660555,0.44653946
