Ter119,CD45.2,Ly6G,IgD,CD11c,F480,CD3,NKp46,CD23,CD34,CD115,CD19,120g8,CD8,Ly6C,CD4,CD11b,CD27,CD16_32,SiglecF,Foxp3,B220,CD5,FceR1a,TCRgd,CCR7,Sca1,CD49b,cKit,CD150,CD25,TCRb,CD43,CD64,CD138,CD103,IgM,CD44,MHCII
-0.08681116,2.4510098,0.010215116,0.05434611,0.14191106,4.3560767,0.06388953,-0.07051958,-0.03049853,0.40943426,1.0248016,0.06006157,-0.07678219,-0.097576246,0.3965992,0.35755503,3.4123888,0.017149689,4.85229,3.673641,0.76713514,0.0042360593,-0.1665211,0.27756315,-0.06300913,0.64379257,-0.09345808,-0.12572792,0.030304085,0.6368979,0.14404912,-0.049595933,1.1128936,3.3284369,0.6170335,-0.15419759,0.11295246,4.250038,3.51516
-0.10226419,0.49688572,1.3111377,0.4403972,-0.10418046,1.1314452,-0.14119017,0.53373575,-0.063629225,1.171978,0.62374336,0.40488374,-0.0052093514,-0.017047688,0.20957021,-0.0005240757,2.813189,-0.011212696,4.9749293,3.8098783,0.30596656,0.22744705,0.1305273,0.10739412,-0.1234972,-0.05044855,-0.083021306,-0.12244918,-0.051607825,-0.052253906,-0.04774083,-0.0117241265,1.9196167,0.22483301,0.15533546,-0.039619938,0.26357156,4.1933894,1.2081043
-0.0140266875,2.1890304,0.9419959,-0.06497999,-0.07084081,1.4300293,0.26423654,0.34165215,-0.014651047,1.186899,1.0079445,-0.09201501,-0.16236283,-0.07777994,3.4026372,1.9303572,2.0706885,0.5897802,3.834209,2.513792,0.8294756,0.47137955,0.32435226,-0.12611698,-0.04129687,0.19089754,0.2918981,-0.06933736,2.377682,0.15322962,0.037420817,-0.04009351,0.7167999,0.16368006,-0.09317908,-0.0834149,0.07051173,3.9215126,4.42962
-0.13366643,0.2829936,1.0370777,0.080939464,-0.13215983,1.6492934,-0.118178524,0.52185905,0.14694113,0.21033883,0.0121690715,-0.1519089,-0.14591737,-0.08597197,0.86774707,-0.13807867,1.7228434,0.4674367,3.0912895,3.0525665,0.62723833,-0.13799079,-0.08767495,0.10872527,-0.11652372,0.07611949,-0.067151114,0.12855029,0.4913871,0.05314281,0.11079779,-0.07528726,0.6236252,0.32871467,-0.025039624,-0.10908083,-0.10110303,4.329422,0.5542567
0.11075491,1.7206997,-0.02217473,-0.03525766,-0.04177367,2.1303506,0.4634922,-0.09400607,-0.052079722,-0.109355636,0.08628879,-0.12169615,-0.050785564,0.2925934,0.10407825,0.6141848,3.966291,0.4271834,3.6285708,3.7115908,-0.06016613,0.48037615,-0.086673334,0.88416666,-0.12041247,0.09002197,-0.02919253,1.3461332,0.7755047,0.27531862,-0.08374164,0.5664217,0.20225364,2.5458128,-0.12993307,-0.07352491,0.2067734,4.8051233,3.1165109
0.108181156,1.8639752,1.9305092,-0.020927938,0.05503251,2.2251403,0.15408649,-0.14708705,-0.10365139,2.0383873,0.3565354,-0.03783386,-0.055920076,0.29791427,-0.08554566,0.17585513,2.2700112,0.3221339,4.847863,4.1916676,0.9736987,-0.061038494,1.3633299,-0.03171497,-0.16551878,-0.107657515,-0.048732284,-0.0909115,0.098952785,0.71889013,-0.046412114,-0.043237463,1.6174206,1.8344891,0.2565268,0.090061165,-0.15143915,3.7292323,2.132352
0.0035323687,1.0468905,0.47431636,-0.007892672,-0.12767768,2.235801,0.44534564,-0.051066797,-0.11317961,0.6195693,0.6920522,0.31579468,-0.14921473,-0.024137685,-0.14779834,-0.02694658,4.758911,0.5676842,3.8295987,3.3080847,0.66873634,0.3145401,0.14901254,0.0580326,-0.018594021,0.1712089,0.10220753,0.5141431,0.6538676,-0.079870895,-0.035150435,-0.04344379,0.6460745,0.80292875,-0.09212633,0.11056476,0.028640006,4.9728813,1.6608372
-0.1505546,1.4170545,0.57379913,0.1607333,-0.105707176,2.6620731,0.45891365,-0.11067048,-0.023811288,0.5936959,0.1612701,0.14185973,-0.07493405,-0.10077197,0.20790368,0.12214029,3.121457,0.68159324,4.2978215,3.0586548,0.21850677,0.4449968,0.20000432,0.046863247,-0.103325106,0.40324694,0.1109767,-0.06273253,-0.07613364,-0.107287616,-0.110003285,-0.049395677,0.26133233,0.52653813,0.13029243,-0.11551105,-0.1408525,4.2637672,0.08109076
-0.08143986,1.9192957,0.03750005,-0.10535706,0.13805482,2.0804248,0.005747638,-0.087011844,-0.075583816,1.0179968,0.41184357,-0.1209472,-0.13694584,-0.05258551,0.708404,0.07400842,2.0953863,0.26468414,5.2743783,4.142335,0.9063368,-0.048458647,0.6695107,-0.13789108,-0.042236198,-0.050412796,-0.08955024,-0.028192775,0.3459338,-0.009034903,-0.023214852,-0.03733492,0.3410398,0.007109965,0.11760903,0.006108215,-0.088256165,4.0721025,0.5970603
-0.15770024,1.2592235,0.43859774,0.6756526,-0.08307349,3.1294553,0.4907681,-0.16808428,0.70872664,0.55157596,0.9329049,-0.12383764,0.121741496,0.053378355,0.36529213,0.041022796,3.4063058,0.9472595,3.9381018,2.6642382,0.20318376,0.072779015,0.13500056,-0.06483299,-0.010723231,-0.08178714,0.52285683,-0.14802946,-0.10475586,0.22031042,-0.089371376,-0.103839286,0.123339415,1.3264452,0.00945833,0.44882601,-0.04808867,4.6238976,0.9125502
-0.026924783,0.6813697,0.3293954,-0.031889673,-0.09064412,1.6957446,0.79562813,0.8360606,-0.14804211,0.39398813,0.03258841,0.14687018,-0.067248635,-0.0066698994,0.9294741,-0.058059648,3.0068142,-0.16070567,4.4075975,2.7388444,0.12350047,0.14765367,0.29564795,0.15457585,-0.08861312,0.09712405,-0.13781565,-0.14216776,-0.08040717,-0.009609733,0.13153423,0.7363029,1.1508749,0.6532149,1.117136,-0.10980744,0.056558754,4.541056,0.22667526
